API Number,Operator,Lease Name,Well Number,County,District,Well Type,Status,Permit Date,Completion Date,Formation,Total Depth,Lateral Length,IP Oil (bbl/day),IP Gas (mcf/day),Total Oil (12mo),Total Gas (12mo),Ownership Count,Lease Count,Has Frac Data
42-130-96262-96,"Centennial Resource Development","Midland Basin",32H,ECTOR,08,Oil,Completed,,2025-10-22,Clearfork,10686,7317,2275,4694,0,0,0,0,No
42-221-81788-48,"Devon Energy","Spraberry Trend",41H,HOWARD,08,Oil,Completed,,2025-10-21,Dean Sand,6612,12627,2149,7948,0,0,1,0,No
42-239-86823-72,"Apache Corporation","Midland Basin",49H,KARNES,08,Oil,Completed,,2025-10-18,Eagle Ford Shale,12472,7008,540,3388,0,0,2,0,No
42-221-79446-70,"Chevron USA","Pecos Valley",25H,HOWARD,08,Oil,Completed,,2025-10-17,Wolfcamp B,10596,14681,2265,5590,0,0,1,0,No
42-221-79736-41,"Chevron USA","Permian Basin Unit",2H,HOWARD,08,Oil,Completed,,2025-10-14,Dean Sand,9564,6201,1284,6962,0,0,1,0,No
42-269-12660-60,"SM Energy","Wolfcamp Ranch",6H,LOVING,08,Gas,Completed,,2025-10-11,Delaware Sand,9319,5507,234,16566,0,0,0,0,No
42-130-26882-64,"SM Energy","Delaware Basin",30H,ECTOR,08,Gas,Completed,,2025-10-11,Clearfork,6956,12212,43,15927,0,0,1,1,No
42-221-27958-21,"Laredo Petroleum","Delaware Basin",24H,HOWARD,08,Oil,Completed,,2025-10-10,Dean Sand,8241,6182,2094,3242,0,0,0,0,No
42-317-41574-62,"Surge Energy","Midland Basin",36,MIDLAND,08,Oil,Completed,,2025-10-07,Spraberry,8251,,2406,7129,0,0,0,2,No
42-371-76590-72,"Fasken Oil and Ranch","Section 12",34H,REEVES,08,Gas,Completed,,2025-09-28,Wolfcamp B,10577,9340,186,11736,0,0,1,0,No
42-479-94730-57,"Diamondback Energy","Bass Ranch",38H,WEBB,08,Oil,Completed,,2025-09-25,San Miguel,9007,12789,1938,1362,0,0,0,0,No
42-221-21091-20,"Surge Energy","Martin Ranch",18H,HOWARD,08,Oil,Completed,,2025-09-22,Lower Spraberry,9495,6153,2108,2470,0,0,0,0,No
42-269-59226-10,"Diamondback Energy","San Andres",15H,LOVING,08,Gas,Completed,,2025-09-20,Delaware Sand,11717,5134,190,5331,0,0,0,0,No
42-221-66237-20,"Fasken Oil and Ranch","Bass Ranch",46H,HOWARD,08,Oil,Completed,,2025-09-18,Wolfcamp A,12260,11732,545,7906,0,0,0,0,No
42-127-73763-59,"Fasken Oil and Ranch","Wolfcamp Ranch",49H,DIMMIT,08,Gas,Completed,,2025-09-17,Austin Chalk,10729,9286,195,7032,0,0,0,0,No
42-479-92297-34,"EOG Resources","South Texas Unit",21H,WEBB,08,Oil,Completed,,2025-09-17,San Miguel,9911,7199,272,3398,0,0,0,0,No
42-317-39124-99,"Endeavor Energy Resources","Pecos Valley",32H,MIDLAND,08,Oil,Completed,,2025-09-16,Wolfcamp A,12408,10720,1029,6237,0,0,0,0,No
42-317-25686-77,"Pioneer Natural Resources","Spraberry Trend",35H,MIDLAND,08,Oil,Completed,,2025-09-15,Dean Sand,10180,7717,1852,4573,0,0,2,0,No
42-353-12369-78,"Pioneer Natural Resources","Fasken Ranch",40,PECOS,08,Oil,Completed,,2025-09-08,Wolfcamp B,10701,,1650,5645,0,0,1,0,No
42-130-88379-57,"Callon Petroleum","Pecos Valley",5H,ECTOR,08,Oil,Completed,,2025-09-05,Wolfcamp B,12003,11599,2182,1054,0,0,0,0,No
42-130-19182-11,"Mewbourne Oil Company","South Texas Unit",29,ECTOR,08,Oil,Completed,,2025-09-04,Clearfork,7819,,664,5568,0,0,0,0,No
42-221-81278-74,"Ovintiv","Goldsmith",27H,HOWARD,08,Oil,Completed,,2025-09-04,Wolfcamp B,9989,10641,400,1308,0,0,0,1,No
42-317-14922-01,"Endeavor Energy Resources","Delaware Basin",27H,MIDLAND,08,Oil,Completed,,2025-09-01,Lower Spraberry,9737,8761,946,7304,0,0,1,1,No
42-475-80408-96,"Pioneer Natural Resources","State Lands",44,WARD,08,Oil,Completed,,2025-09-01,Bone Spring,10625,,1259,4257,0,0,0,0,No
42-317-88971-30,"Laredo Petroleum","South Texas Unit",27H,MIDLAND,08,Oil,Completed,,2025-08-31,Wolfcamp D,10667,5171,1389,4508,0,0,0,1,No
42-130-89268-23,"ConocoPhillips","Mabee Ranch",20H,ECTOR,08,Oil,Completed,,2025-08-30,Wolfcamp B,9807,12617,2177,923,0,0,0,0,No
42-123-26498-09,"Endeavor Energy Resources","Clearfork Unit",20,DEWITT,08,Oil,Completed,,2025-08-29,Eagle Ford Shale,7664,,798,5171,0,0,0,0,No
42-130-25359-11,"Surge Energy","Howard Draw",40H,ECTOR,08,Oil,Completed,,2025-08-29,Wolfcamp B,11563,14059,2097,7164,0,0,0,0,No
42-239-65218-20,"ConocoPhillips","San Andres",6H,KARNES,08,Oil,Completed,,2025-08-27,Austin Chalk,10110,6313,282,2509,0,0,1,0,No
42-239-32359-81,"Callon Petroleum","Howard Draw",17H,KARNES,08,Oil,Completed,,2025-08-27,Buda Limestone,11917,14310,1151,5362,0,0,0,0,No
42-123-24733-05,"Chevron USA","Spraberry Deep",50H,DEWITT,08,Oil,Completed,,2025-08-26,Austin Chalk,11870,9152,1094,1293,0,0,0,0,No
42-479-63719-78,"Centennial Resource Development","Section 12",11H,WEBB,08,Oil,Completed,,2025-08-26,Olmos,8266,11497,614,3637,0,0,0,0,No
42-239-73696-78,"Apache Corporation","Section 12",15H,KARNES,08,Oil,Completed,,2025-08-26,Buda Limestone,9712,6759,1812,2568,0,0,0,0,No
42-127-52281-41,"Ovintiv","State Lands",38,DIMMIT,08,Oil,Completed,,2025-08-26,Pearsall Shale,11561,,936,4083,0,0,0,0,No
42-479-96477-38,"SM Energy","Pecos Valley",45H,WEBB,08,Gas,Completed,,2025-08-25,Olmos,11412,12294,128,14820,0,0,0,0,No
42-221-85441-03,"Ovintiv","Eagle Ford Unit",47H,HOWARD,08,Oil,Completed,,2025-08-24,Wolfcamp A,10476,7719,2146,2359,0,0,0,0,No
42-239-91574-20,"Callon Petroleum","Section 12",46H,KARNES,08,Oil,Completed,,2025-08-20,Austin Chalk,11549,6299,555,553,0,0,1,1,No
42-353-26730-76,"Occidental Petroleum","Section 12",21H,PECOS,08,Gas,Completed,,2025-08-19,Wolfcamp B,9792,6385,102,11814,0,0,1,0,No
42-221-28964-98,"Laredo Petroleum","TXL Ranch",32H,HOWARD,08,Oil,Completed,,2025-08-15,Spraberry,9457,12331,2251,1707,0,0,0,0,No
42-130-23204-75,"Laredo Petroleum","Spraberry Deep",42H,ECTOR,08,Oil,Completed,,2025-08-15,San Andres,11037,9607,1682,2208,0,0,1,0,No
42-353-75002-27,"Centennial Resource Development","State Lands",8H,PECOS,08,Oil,Completed,,2025-08-14,Devonian,10739,5806,2264,5802,0,0,0,0,No
42-123-55337-23,"Ovintiv","University Lands",3H,DEWITT,08,Oil,Completed,,2025-08-14,Austin Chalk,8987,11057,1337,5407,0,0,1,1,No
42-353-10950-63,"Callon Petroleum","Block 42",4H,PECOS,08,Gas,Completed,,2025-08-10,Wolfcamp A,10832,7022,105,23967,0,0,0,1,No
42-353-20477-37,"Chevron USA","University Lands",15H,PECOS,08,Oil,Completed,,2025-08-10,Wolfcamp A,12056,6114,1378,5751,0,0,0,0,No
42-239-99723-25,"Devon Energy","University Lands",43H,KARNES,08,Oil,Completed,,2025-08-06,Eagle Ford Shale,9686,9264,750,2636,0,0,0,0,No
42-269-31639-65,"ExxonMobil","San Andres",19H,LOVING,08,Gas,Completed,,2025-08-02,Bone Spring,8496,9043,224,17451,0,0,0,1,No
42-371-52254-66,"SM Energy","South Texas Unit",21H,REEVES,08,Gas,Completed,,2025-08-01,Wolfcamp B,12977,13861,204,15393,0,0,0,0,No
42-130-51372-15,"Devon Energy","Wolfcamp Ranch",3,ECTOR,08,Oil,Completed,,2025-07-27,Devonian,8213,,1406,1703,0,0,0,0,No
42-269-10253-55,"ExxonMobil","University Lands",28H,LOVING,08,Oil,Completed,,2025-07-26,Wolfcamp A,9987,6940,2368,630,0,0,1,0,No
42-479-13926-08,"Fasken Oil and Ranch","Wolfcamp Ranch",25,WEBB,08,Oil,Completed,,2025-07-20,Olmos,8746,,501,3531,0,0,0,0,No
42-221-22126-32,"Pioneer Natural Resources","Eagle Ford Unit",6,HOWARD,08,Oil,Completed,,2025-07-17,Wolfcamp B,10193,,1575,7064,0,0,0,0,No
42-353-46422-16,"Centennial Resource Development","Mabee Ranch",24,PECOS,08,Oil,Completed,,2025-07-13,Delaware Sand,11721,,2390,2396,0,0,1,0,No
42-239-17287-40,"ExxonMobil","University Lands",16H,KARNES,08,Oil,Completed,,2025-07-11,Buda Limestone,6112,7129,308,5078,0,0,0,0,No
42-303-51142-60,"Diamondback Energy","Permian Basin Unit",34H,MARTIN,08,Oil,Completed,,2025-07-11,Wolfcamp B,10878,9947,1189,6831,0,0,0,0,No
42-130-23069-85,"Mewbourne Oil Company","University Lands",27H,ECTOR,08,Oil,Completed,,2023-12-17,San Andres,7530,14711,1397,2363,0,0,1,1,No
42-239-52265-67,"ExxonMobil","Permian Basin Unit",28,KARNES,08,Gas,Completed,,2025-07-06,Eagle Ford Shale,7566,,142,11595,0,0,1,0,No
42-127-84519-67,"Pioneer Natural Resources","TXL Ranch",40H,DIMMIT,08,Oil,Completed,,2025-06-30,Eagle Ford Shale,10357,12109,1529,833,0,0,0,1,No
42-317-18065-32,"Callon Petroleum","Mabee Ranch",18,MIDLAND,08,Oil,Completed,,2025-06-27,Wolfcamp B,9931,,1939,2986,0,0,0,0,No
42-127-15760-57,"Laredo Petroleum","Spraberry Trend",9H,DIMMIT,08,Oil,Completed,,2025-06-27,Pearsall Shale,6060,11184,1680,2297,0,0,0,0,No
42-371-15032-00,"CrownQuest Operating","Goldsmith",15,REEVES,08,Oil,Completed,,2025-06-26,Delaware Sand,6023,,1010,2935,0,0,0,0,No
42-353-32142-50,"CrownQuest Operating","South Texas Unit",31H,PECOS,08,Oil,Completed,,2025-06-23,Devonian,7262,13496,560,2811,0,0,0,0,No
42-475-66200-76,"Diamondback Energy","Clearfork Unit",17H,WARD,08,Oil,Completed,,2025-06-16,Bone Spring,10451,13699,861,7886,0,0,0,0,No
42-123-45083-60,"CrownQuest Operating","Spraberry Deep",6,DEWITT,08,Oil,Completed,,2025-06-16,Eagle Ford Shale,7733,,875,1343,0,0,0,0,No
42-239-72774-19,"Devon Energy","Howard Draw",7H,KARNES,08,Oil,Completed,,2025-06-15,Austin Chalk,9076,8207,1626,4321,0,0,0,0,No
42-123-62586-25,"Laredo Petroleum","Goldsmith",15H,DEWITT,08,Oil,Completed,,2025-06-15,Austin Chalk,10004,13482,781,5929,0,0,0,0,No
42-130-44723-91,"Pioneer Natural Resources","Martin Ranch",3H,ECTOR,08,Oil,Completed,,2025-06-13,San Andres,7774,11064,777,4093,0,0,0,1,No
42-239-25507-20,"Callon Petroleum","Delaware Basin",31H,KARNES,08,Oil,Completed,,2025-06-10,Eagle Ford Shale,8736,7033,1211,5824,0,0,0,0,No
42-303-50107-15,"Pioneer Natural Resources","Clearfork Unit",21H,MARTIN,08,Gas,Completed,,2025-06-04,Wolfcamp A,9589,6097,245,21723,0,0,0,1,No
42-353-21868-71,"Endeavor Energy Resources","Block 42",1H,PECOS,08,Oil,Completed,,2025-06-04,Wolfcamp A,9499,6388,403,5080,0,0,0,1,No
42-123-53301-85,"Devon Energy","Bass Ranch",24H,DEWITT,08,Gas,Completed,,2025-06-04,Eagle Ford Shale,11227,8936,111,15066,0,0,0,1,No
42-479-40998-56,"ExxonMobil","Eagle Ford Unit",33H,WEBB,08,Oil,Completed,,2025-06-03,Olmos,10599,11155,1750,1500,0,0,0,0,No
42-317-42028-23,"Pioneer Natural Resources","Goldsmith",29H,MIDLAND,08,Oil,Completed,,2025-06-03,Wolfcamp D,9547,7723,303,6815,0,0,0,0,No
42-127-35973-28,"Ovintiv","Mabee Ranch",15H,DIMMIT,08,Gas,Completed,,2025-06-02,Pearsall Shale,6097,12428,124,10224,0,0,0,0,No
42-269-33742-41,"Endeavor Energy Resources","Clearfork Unit",18H,LOVING,08,Oil,Completed,,2025-05-27,2nd Bone Spring,10243,9534,2089,6708,0,0,0,1,No
42-353-65451-82,"Fasken Oil and Ranch","South Texas Unit",18H,PECOS,08,Gas,Completed,,2025-05-23,Wolfcamp A,10931,14277,234,3984,0,0,0,1,No
42-269-68616-13,"Callon Petroleum","San Andres",36H,LOVING,08,Oil,Completed,,2025-05-23,Wolfcamp A,11148,5096,804,4213,0,0,0,1,No
42-269-19558-78,"Centennial Resource Development","Eagle Ford Unit",23H,LOVING,08,Oil,Completed,,2025-05-22,Bone Spring,9620,5972,1500,6282,0,0,0,0,No
42-475-79859-28,"Apache Corporation","Eagle Ford Unit",46H,WARD,08,Oil,Completed,,2025-05-13,Cherry Canyon,7929,11317,1754,919,0,0,0,0,No
42-479-84843-75,"Ovintiv","Spraberry Deep",8H,WEBB,08,Oil,Completed,,2025-05-11,San Miguel,6023,11579,767,5923,0,0,0,1,No
42-269-34853-44,"Fasken Oil and Ranch","Section 12",43H,LOVING,08,Gas,Completed,,2025-05-09,3rd Bone Spring,8357,11329,58,17796,0,0,1,0,No
42-221-76054-85,"CrownQuest Operating","San Andres",7H,HOWARD,08,Oil,Completed,,2025-05-02,Wolfcamp B,9710,14041,2393,5769,0,0,0,0,No
42-221-41435-49,"Pioneer Natural Resources","Wolfcamp Ranch",6H,HOWARD,08,Oil,Completed,,2025-04-24,Wolfcamp B,11630,13193,1158,3640,0,0,0,1,No
42-475-89485-27,"Pioneer Natural Resources","Martin Ranch",38H,WARD,08,Oil,Completed,,2025-04-21,Bone Spring,10884,7454,2201,6794,0,0,0,1,No
42-479-58352-77,"Fasken Oil and Ranch","South Texas Unit",43H,WEBB,08,Oil,Completed,,2025-04-21,Olmos,10020,6691,819,3916,0,0,0,1,No
42-130-89748-21,"Endeavor Energy Resources","Wolfcamp Ranch",9H,ECTOR,08,Gas,Completed,,2025-04-20,Devonian,7007,6624,91,3855,0,0,1,0,No
42-479-23917-31,"SM Energy","San Andres",19H,WEBB,08,Oil,Completed,,2025-04-19,San Miguel,7191,6089,1742,2893,0,0,1,0,No
42-371-72592-32,"Fasken Oil and Ranch","Fasken Ranch",11H,REEVES,08,Gas,Completed,,2025-04-18,3rd Bone Spring,9642,8227,139,20520,0,0,1,0,No
42-475-28896-36,"Devon Energy","Bass Ranch",22H,WARD,08,Oil,Completed,,2025-04-18,Bone Spring,9256,6229,892,992,0,0,0,0,No
42-303-23595-25,"ConocoPhillips","Martin Ranch",12H,MARTIN,08,Oil,Completed,,2025-04-17,Spraberry,8273,8774,2202,5826,0,0,0,0,No
42-221-99105-77,"Mewbourne Oil Company","Midland Basin",5H,HOWARD,08,Oil,Completed,,2025-04-15,Wolfcamp A,10147,11627,2383,893,0,0,1,0,No
42-123-20252-32,"EOG Resources","Spraberry Trend",21H,DEWITT,08,Oil,Completed,,2025-04-14,Austin Chalk,10600,6152,361,1574,0,0,0,1,No
42-123-24847-83,"Marathon Oil","Eagle Ford Unit",21H,DEWITT,08,Oil,Completed,,2025-04-11,Eagle Ford Shale,10912,5146,383,5885,0,0,0,0,No
42-303-88765-64,"Surge Energy","Permian Basin Unit",1H,MARTIN,08,Oil,Completed,,2025-04-10,Lower Spraberry,9474,9711,1712,674,0,0,0,0,No
42-269-17116-72,"Devon Energy","Spraberry Trend",9H,LOVING,08,Oil,Completed,,2025-04-08,3rd Bone Spring,8412,13422,2314,2344,0,0,1,0,No
42-475-11686-30,"SM Energy","San Andres",33H,WARD,08,Oil,Completed,,2025-04-06,Delaware Sand,6228,11314,1659,1437,0,0,0,0,No
42-123-75805-04,"Laredo Petroleum","Wolfcamp Ranch",9H,DEWITT,08,Oil,Completed,,2025-04-04,Austin Chalk,9886,8922,1124,3859,0,0,0,0,No
42-269-54369-36,"Fasken Oil and Ranch","Spraberry Deep",1H,LOVING,08,Oil,Completed,,2025-04-03,Delaware Sand,10722,7975,2466,6115,0,0,1,0,No
42-317-54621-76,"Centennial Resource Development","TXL Ranch",6H,MIDLAND,08,Gas,Completed,,2025-04-03,Spraberry,9976,12603,214,8721,0,0,0,0,No
42-123-73167-57,"Fasken Oil and Ranch","Eagle Ford Unit",23H,DEWITT,08,Oil,Completed,,2025-03-30,Eagle Ford Shale,9675,12018,1934,5966,0,0,0,1,No
42-475-78308-57,"Centennial Resource Development","Wolfcamp Ranch",36H,WARD,08,Gas,Completed,,2025-03-29,Cherry Canyon,7811,11417,63,2934,0,0,0,0,No
42-221-57851-21,"Occidental Petroleum","State Lands",12H,HOWARD,08,Oil,Completed,,2025-03-27,Wolfcamp A,12847,9462,1049,3952,0,0,0,0,No
42-127-48529-60,"ExxonMobil","Howard Draw",31H,DIMMIT,08,Oil,Completed,,2025-03-24,Austin Chalk,7981,14199,775,2073,0,0,0,0,No
42-317-28150-09,"Occidental Petroleum","Eagle Ford Unit",33H,MIDLAND,08,Oil,Completed,,2025-03-23,Wolfcamp B,10416,5820,1018,5746,0,0,1,2,No
42-221-87898-66,"ExxonMobil","Howard Draw",7H,HOWARD,08,Oil,Completed,,2025-03-21,Wolfcamp B,9748,5099,1504,2194,0,0,0,0,No
42-127-33755-03,"ExxonMobil","Pecos Valley",16H,DIMMIT,08,Oil,Completed,,2025-03-21,Austin Chalk,9591,8650,692,3694,0,0,1,0,No
42-127-17055-02,"Surge Energy","Block 42",18,DIMMIT,08,Oil,Completed,,2025-03-20,Eagle Ford Shale,7971,,1275,2967,0,0,0,2,No
42-123-73104-50,"Apache Corporation","Bass Ranch",15H,DEWITT,08,Oil,Completed,,2025-03-19,Eagle Ford Shale,12050,13078,1595,540,0,0,0,0,No
42-475-44465-52,"Surge Energy","Clearfork Unit",21H,WARD,08,Gas,Completed,,2025-03-19,Cherry Canyon,8653,13207,187,14598,0,0,0,1,No
42-479-24742-01,"Callon Petroleum","Pecos Valley",5H,WEBB,08,Oil,Completed,,2025-03-19,Eagle Ford Shale,10182,10001,967,4026,0,0,0,0,No
42-123-24456-36,"Occidental Petroleum","TXL Ranch",49,DEWITT,08,Gas,Completed,,2025-03-16,Austin Chalk,9531,,142,4554,0,0,0,0,No
42-269-46020-49,"Endeavor Energy Resources","Howard Draw",39H,LOVING,08,Gas,Completed,,2025-03-16,Delaware Sand,7471,5601,152,7206,0,0,0,2,No
42-371-30671-10,"Diamondback Energy","Spraberry Deep",37H,REEVES,08,Oil,Completed,,2025-03-15,Delaware Sand,9811,11057,923,3406,0,0,1,0,No
42-221-18470-67,"EOG Resources","Bone Spring Unit",12,HOWARD,08,Oil,Completed,,2025-03-13,Dean Sand,9494,,1209,3710,0,0,0,1,No
42-123-80704-53,"Ovintiv","Eagle Ford Unit",7,DEWITT,08,Oil,Completed,,2025-03-11,Austin Chalk,7657,,561,1557,0,0,0,0,No
42-317-66591-13,"SM Energy","Wolfcamp Ranch",40H,MIDLAND,08,Oil,Completed,,2025-03-10,Wolfcamp A,12750,10981,596,3282,0,0,0,1,No
42-479-27667-77,"CrownQuest Operating","Howard Draw",34H,WEBB,08,Gas,Completed,,2025-03-09,San Miguel,6972,9446,66,1191,0,0,0,0,No
42-127-48188-72,"Diamondback Energy","Section 12",29,DIMMIT,08,Oil,Completed,,2025-03-07,Eagle Ford Shale,8210,,1164,1921,0,0,0,0,No
42-479-69298-07,"Mewbourne Oil Company","Permian Basin Unit",27H,WEBB,08,Oil,Completed,,2025-03-05,Olmos,11795,7254,337,1398,0,0,0,0,No
42-269-24932-23,"Ovintiv","Clearfork Unit",27H,LOVING,08,Oil,Completed,,2025-03-04,Bone Spring,8961,5001,575,4241,0,0,0,1,No
42-239-55774-89,"Marathon Oil","Bass Ranch",48,KARNES,08,Oil,Completed,,2025-03-04,Austin Chalk,8815,,1103,5212,0,0,0,0,No
42-353-25540-84,"Fasken Oil and Ranch","Pecos Valley",41H,PECOS,08,Gas,Completed,,2025-03-04,Bone Spring,9592,10048,133,20115,0,0,0,0,No
42-123-41323-13,"Ovintiv","Spraberry Trend",46H,DEWITT,08,Gas,Completed,,2025-03-03,Eagle Ford Shale,9088,8799,149,5679,0,0,0,0,No
42-269-98483-24,"Occidental Petroleum","South Texas Unit",24,LOVING,08,Oil,Completed,,2025-02-22,3rd Bone Spring,10711,,1969,3449,0,0,1,2,No
42-371-64500-85,"Apache Corporation","Goldsmith",1H,REEVES,08,Gas,Completed,,2025-02-20,3rd Bone Spring,9640,12867,238,10794,0,0,1,0,No
42-475-13407-83,"CrownQuest Operating","Eagle Ford Unit",48H,WARD,08,Oil,Completed,,2025-02-19,Wolfcamp B,10602,12580,950,7597,0,0,0,1,No
42-475-81188-36,"Devon Energy","Bass Ranch",23H,WARD,08,Oil,Completed,,2025-02-19,Wolfcamp A,12666,10671,1377,1121,0,0,1,0,No
42-239-18849-69,"ConocoPhillips","Bass Ranch",8,KARNES,08,Oil,Completed,,2025-02-19,Austin Chalk,6507,,1864,1739,0,0,1,0,No
42-127-80838-15,"Occidental Petroleum","Cowden Ranch",43H,DIMMIT,08,Gas,Completed,,2025-02-18,Austin Chalk,11890,6451,154,17502,0,0,1,0,No
42-479-25355-74,"Endeavor Energy Resources","Mabee Ranch",37H,WEBB,08,Oil,Completed,,2025-02-18,Eagle Ford Shale,9777,7375,1700,4772,0,0,1,0,No
42-221-18355-19,"Callon Petroleum","Section 12",3H,HOWARD,08,Oil,Completed,,2025-02-16,Wolfcamp A,10131,8335,657,2469,0,0,1,0,No
42-127-21435-86,"Callon Petroleum","South Texas Unit",10H,DIMMIT,08,Oil,Completed,,2025-02-15,Pearsall Shale,9094,11099,1663,2156,0,0,1,0,No
42-123-79487-77,"Centennial Resource Development","University Lands",8,DEWITT,08,Oil,Completed,,2025-02-13,Austin Chalk,6878,,1385,4216,0,0,0,0,No
42-303-73155-58,"Laredo Petroleum","South Texas Unit",26H,MARTIN,08,Oil,Completed,,2025-02-13,Lower Spraberry,7753,14179,2441,5555,0,0,0,0,No
42-239-46797-35,"Pioneer Natural Resources","Delaware Basin",25H,KARNES,08,Oil,Completed,,2025-02-13,Buda Limestone,11574,11106,1287,2275,0,0,0,0,No
42-353-20802-30,"Apache Corporation","South Texas Unit",18H,PECOS,08,Oil,Completed,,2025-02-12,Bone Spring,9319,5666,1497,5567,0,0,0,1,No
42-371-10271-11,"Callon Petroleum","Clearfork Unit",21H,REEVES,08,Oil,Completed,,2025-02-11,Wolfcamp A,9126,13716,1509,3982,0,0,0,0,No
42-479-28405-58,"ExxonMobil","Goldsmith",28H,WEBB,08,Gas,Completed,,2025-02-10,San Miguel,8716,12220,62,7314,0,0,1,0,No
42-221-47177-60,"Occidental Petroleum","Block 42",16H,HOWARD,08,Oil,Completed,,2025-02-09,Wolfcamp B,10534,5067,505,2742,0,0,0,0,No
42-353-46839-53,"Fasken Oil and Ranch","Delaware Basin",47H,PECOS,08,Oil,Completed,,2025-02-08,Wolfcamp B,11377,10497,1250,5001,0,0,1,0,No
42-221-50492-50,"SM Energy","Midland Basin",13H,HOWARD,08,Oil,Completed,,2025-02-06,Dean Sand,7817,12967,537,5181,0,0,0,0,No
42-123-69167-05,"Centennial Resource Development","Eagle Ford Unit",43H,DEWITT,08,Oil,Completed,,2025-02-05,Eagle Ford Shale,11387,9373,924,4471,0,0,0,0,No
42-371-29595-67,"ConocoPhillips","TXL Ranch",3H,REEVES,08,Gas,Completed,,2025-02-04,Bone Spring,8968,7295,238,19137,0,0,0,1,No
42-371-45640-06,"SM Energy","Spraberry Trend",29,REEVES,08,Oil,Completed,,2025-02-03,Wolfcamp B,12798,,1614,1457,0,0,0,1,No
42-127-61406-13,"Callon Petroleum","Mabee Ranch",48,DIMMIT,08,Gas,Completed,,2025-02-03,Austin Chalk,11607,,53,15816,0,0,0,0,No
42-239-82598-71,"Centennial Resource Development","Spraberry Trend",9H,KARNES,08,Oil,Completed,,2025-01-30,Eagle Ford Shale,7900,10970,1798,4326,0,0,0,1,No
42-239-89167-47,"Surge Energy","Spraberry Trend",44H,KARNES,08,Oil,Completed,,2025-01-30,Eagle Ford Shale,9744,9569,1707,380,0,0,1,1,No
42-371-77803-47,"SM Energy","Wolfcamp Ranch",15,REEVES,08,Oil,Completed,,2025-01-29,Wolfcamp A,12631,,900,2199,0,0,0,0,No
42-479-83850-67,"Callon Petroleum","Eagle Ford Unit",8H,WEBB,08,Oil,Completed,,2025-01-27,Olmos,8366,11095,584,4914,0,0,0,0,No
42-317-94824-34,"ExxonMobil","Spraberry Trend",45H,MIDLAND,08,Oil,Completed,,2025-01-26,Lower Spraberry,7676,10380,2200,5493,0,0,0,1,No
42-130-50323-28,"Marathon Oil","Fasken Ranch",30H,ECTOR,08,Oil,Completed,,2025-01-24,Devonian,8359,13861,1228,4299,0,0,0,0,No
42-479-15724-03,"Pioneer Natural Resources","Permian Basin Unit",42,WEBB,08,Oil,Completed,,2025-01-24,Olmos,10489,,1889,3679,0,0,0,0,No
42-371-19761-40,"Fasken Oil and Ranch","Bone Spring Unit",32H,REEVES,08,Oil,Completed,,2025-01-23,Delaware Sand,6959,11950,2136,3301,0,0,0,1,No
42-239-91762-58,"Mewbourne Oil Company","Eagle Ford Unit",46,KARNES,08,Oil,Completed,,2025-01-22,Austin Chalk,9302,,1316,5953,0,0,1,0,No
42-303-16873-07,"Chevron USA","Section 12",12H,MARTIN,08,Oil,Completed,,2025-01-21,Spraberry,7574,13168,1966,899,0,0,0,0,No
42-130-30204-42,"ExxonMobil","Martin Ranch",25,ECTOR,08,Oil,Completed,,2025-01-20,Spraberry,9216,,447,7310,0,0,1,1,No
42-353-32579-48,"CrownQuest Operating","Howard Draw",39H,PECOS,08,Oil,Completed,,2025-01-19,Wolfcamp A,11733,14337,1872,1762,0,0,0,0,No
42-371-53418-67,"Marathon Oil","Clearfork Unit",34H,REEVES,08,Oil,Completed,,2025-01-19,3rd Bone Spring,8838,6041,1015,4287,0,0,2,1,No
42-221-29262-28,"Centennial Resource Development","Midland Basin",22H,HOWARD,08,Oil,Completed,,2025-01-18,Spraberry,8198,10596,2215,7689,0,0,1,0,No
42-269-20569-09,"Surge Energy","Martin Ranch",31H,LOVING,08,Oil,Completed,,2025-01-10,3rd Bone Spring,8946,7006,1495,6494,0,0,1,0,No
42-317-28066-02,"Chevron USA","Delaware Basin",27H,MIDLAND,08,Oil,Completed,,2025-01-08,Clearfork,11671,8389,1712,1631,0,0,1,0,No
42-239-97596-65,"CrownQuest Operating","Cowden Ranch",10H,KARNES,08,Oil,Completed,,2025-01-05,Buda Limestone,9100,14780,878,400,0,0,1,0,No
42-371-72420-25,"Occidental Petroleum","Wolfcamp Ranch",29H,REEVES,08,Oil,Completed,,2025-01-05,Avalon Shale,9513,9053,1696,5399,0,0,0,0,No
42-475-40158-88,"EOG Resources","Mabee Ranch",28,WARD,08,Oil,Completed,,2025-01-05,Wolfcamp B,10472,,2263,2372,0,0,1,1,No
42-479-74825-62,"Chevron USA","TXL Ranch",33H,WEBB,08,Oil,Completed,,2025-01-03,San Miguel,9000,10026,630,5137,0,0,0,0,No
42-353-95534-25,"Diamondback Energy","Cowden Ranch",39H,PECOS,08,Oil,Completed,,2024-12-29,Wolfcamp B,11870,7712,1658,955,0,0,1,0,No
42-371-84989-76,"Pioneer Natural Resources","Spraberry Deep",8H,REEVES,08,Oil,Completed,,2024-12-29,Delaware Sand,7459,11361,1425,3265,0,0,0,0,No
42-353-57072-18,"Apache Corporation","Section 12",23H,PECOS,08,Oil,Completed,,2024-12-29,Wolfcamp A,9232,12343,1611,4974,0,0,1,0,No
